row_id,p_shielded194k,p_effnet,p_meta,p_avg,ra,dec,p_l18,p_shielded60k,in_neuralens_l18,in_neuralens_shielded,in_huang2020,in_huang2021,in_storfer2024,in_inchausti2025,in_hsu2025,in_any
289562_2708,0.9999969,1.0,0.99975055,0.9999984502792358,218.24790927512672,-7.226802189152172,0.9999927282333374,0.9999759197235107,True,False,False,True,False,False,False,True
242312_3697,0.9999908,1.0,0.99975055,0.9999954104423523,50.356664911609585,-15.500966695397855,0.999950647354126,0.9998970031738281,False,False,False,False,False,False,False,False
585383_1750,0.9999864,0.99997854,0.99975055,0.999982476234436,220.40443175608624,50.24627377398397,0.9996764659881592,0.9992117881774902,True,False,False,True,False,False,False,True
245066_3591,0.99997365,1.0,0.99975055,0.9999868273735046,43.173222527712284,-14.992130973940816,0.9999732971191406,0.9997751116752625,False,False,False,False,False,False,False,False
188391_2114,0.9999877,1.0,0.99975055,0.9999938607215881,55.08906561489046,-25.558359534044726,0.999925971031189,0.9990737438201904,True,False,False,True,False,False,False,True
294585_8034,0.99998355,0.9999944,0.99975055,0.9999889731407166,41.52048879398108,-6.127536437588768,0.9999722242355347,0.9997817873954773,False,False,True,False,False,False,False,True
356372_5126,0.99999607,1.0,0.99975055,0.9999980330467224,23.67655209615734,4.563902971198061,0.9999692440032959,0.9999032020568848,False,False,True,False,False,False,False,True
271809_631,0.99998236,0.99999976,0.99975055,0.9999910593032837,51.205144509226876,-10.348137078330673,0.9999279975891113,0.9997549653053284,True,False,False,True,False,False,False,True
194944_7052,0.99999774,1.0,0.99975055,0.9999988675117493,59.20444067247369,-24.144726272608725,0.9999889135360718,0.9999665021896362,False,False,False,False,False,False,False,False
490030_2316,0.99999464,1.0,0.99975055,0.9999973177909851,182.55960018225386,28.72435100982256,0.9999600648880005,0.9999345541000366,False,True,False,True,False,False,False,True
140943_36,0.9999865,0.9999994,0.99975055,0.9999929666519165,0.5984719323721845,-35.12133656739942,0.9999507665634155,0.9999021291732788,False,False,False,False,False,False,False,False
218895_6802,0.99999714,1.0,0.99975055,0.9999985694885254,32.75250089443967,-19.636158846449945,0.9999679327011108,0.9998438358306885,False,False,False,False,False,False,False,False
