row_id,RA,DEC,brick,head_score,v3blend8,v2_pfinal,mimic_p,mimic_fdr_sel
s_75805_1408,113.93416453306823,-50.38683022575807,1140m505,4.035638128549346,0.3427381565795264,0.280631049573568,0.0007768957946292855,False
s_352546_2363,145.78529510182577,3.840731115450764,1458p037,4.034290405978395,0.774578892867834,0.8182978887257109,0.0007768957946292855,False
s_266260_6229,80.69581408119865,-11.293778672140352,0805m112,4.033563601044305,0.5136815087098519,0.5086439909297052,0.0007768957946292855,False
s_242448_727,85.49540392285273,-15.523079049882123,0855m155,4.030716296968011,0.3525395296021861,0.3936819367813368,0.0008106738726566459,False
s_37528_10231,76.72544030061118,-62.42279589116262,0767m625,4.020872666679654,0.4342378671220458,0.58798710889145,0.0008106738726566459,False
s_278704_5818,358.70659098325984,-9.284560911453253,3586m092,4.0143649455929244,0.5358673887614724,0.5332855871779628,0.0008106738726566459,False
s_164056_2002,16.82457045122269,-30.255692277154793,0169m302,4.014097666735975,0.6410013614828698,0.5283026502506434,0.0008444519506840061,False
s_412239_4558,139.9843084670087,14.337360041630024,1399p142,4.010907165360888,0.4435483430056831,0.5266095725463328,0.0008444519506840061,False
s_351279_3088,188.5516286595656,3.5833116292795553,1886p035,4.010064263956518,0.35331942761276186,0.3529607357040985,0.0008444519506840061,False
s_116157_6563,90.98733098978731,-40.38351129063855,0909m405,4.009046777916884,0.43123205363334716,0.5094719357898996,0.0008444519506840061,False
s_351303_551,194.5344608205252,3.5357751713299965,1946p035,4.001965209755211,0.897188924211314,0.9787432908345075,0.0008444519506840061,False
s_211206_2898,142.59933213647759,-21.288431356524306,1426m212,4.000114256688806,0.2796253705851236,0.2555830454621412,0.0008444519506840061,False
s_337813_369,61.28002614460686,1.2156563830594664,0613p012,3.980459889203203,0.5487331632047997,0.6931941966322234,0.0008782300287113663,False
s_260932_1997,161.17867121494555,-12.267131783790209,1612m122,3.98042086179391,0.6362306126978479,0.6509946920913825,0.0008782300287113663,False
s_363612_2188,39.27254745822246,5.857035672507798,0392p057,3.9799816439270534,0.5066616919508151,0.48892975042193293,0.0008782300287113663,False
s_309047_150,68.34908931040319,-3.7372130946812443,0684m037,3.9754224986560738,0.334780990900202,0.40182011173622356,0.0008782300287113663,False
s_43736_5986,67.39445978604107,-60.19054868244223,0674m602,3.968009383856999,0.8332694321454075,0.9787432908345075,0.0008782300287113663,False
s_209576_5378,65.57597904855702,-21.546096605848987,0655m215,3.953278943382851,0.861729701514435,0.9657862685607149,0.0009120081067387265,False
s_247130_772,216.4568954459507,-14.800227166344941,2165m147,3.9505896536557508,0.5479497229844464,0.6088751495146965,0.0009120081067387265,False
s_441261_1039,152.24906418905584,19.621521830691403,1523p195,3.9500929882726568,0.762272042253929,0.8105760410933774,0.0009120081067387265,False
s_220733_3455,159.7988784829123,-19.417475916880484,1597m195,3.9481653669637735,0.6649346189860674,0.6830918053252175,0.0009120081067387265,False
s_332512_5948,176.18674346375414,0.22968779565245817,1761p002,3.9475476970631727,0.8452411322996104,0.9518980072665348,0.0009120081067387265,False
s_238584_2673,162.40412639753757,-16.34171250005036,1624m162,3.9419919344184526,0.8206861579223251,0.9461235644505462,0.0009120081067387265,False
s_380900_380,71.31082788060938,8.715090079455239,0714p087,3.9371088360814896,0.4970578944281168,0.5763126882863724,0.0009457861847660868,False
s_414094_7123,258.12247896046125,14.438603815198595,2580p145,3.9351627171510573,0.41551781803836296,0.3977988210991203,0.0009457861847660868,False
s_430587_4434,223.40268128328108,17.603081770872027,2232p175,3.930110911183947,0.6183286659441312,0.6632606709038289,0.0009457861847660868,False
s_386820_3531,129.4540378981135,9.677891035664302,1294p097,3.918212505251814,0.42678760659839515,0.31696568007700926,0.0009457861847660868,False
s_287406_2029,35.29934294366019,-7.563872110412933,0353m075,3.9145682505527866,0.49831234743591,0.43649582431846223,0.000979564262793447,False
s_329820_7294,223.1527074298415,-0.3617142231318563,2231m002,3.907322640125061,0.8973373211503533,0.9787432908345075,0.000979564262793447,False
s_219046_349,72.64087014159529,-19.783310696928844,0727m197,3.9030726826268625,0.557574850399894,0.6142497351540763,0.000979564262793447,False
s_457325_2759,126.87014738184025,22.54831497682545,1268p225,3.9026567983415457,0.7004705475719297,0.7873541465523282,0.000979564262793447,False
s_303547_5561,130.8302139967127,-4.856157374737434,1307m047,3.9016171659985455,0.7035837494335719,0.7608691371285355,0.000979564262793447,False
